Delivery Date,Platform Name,IO Tactic,Market,Period,Year ,Creative Tag,Creative Size,Impressions,Clicks,Billable Spend,eCPM,CTR,Client Weighted Hard Total Conversions,Client Total Revenue,ROAS
1-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,2.00,0.00,0.01,6.55,0.00,0.00,0.00,0.00
1-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,606.00,0.00,1.02,1.68,0.00,1.00,20.00,19.68
1-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,25380.00,6.00,33.50,1.32,0.00,16.00,467.86,13.97
1-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,695.00,0.00,0.58,0.84,0.00,0.00,0.00,0.00
1-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,39593.00,3.00,32.81,0.83,0.00,23.00,416.65,12.70
1-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,3.00,0.00,0.01,4.18,0.00,0.00,0.00,0.00
2-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,1.00,0.00,0.00,3.88,0.00,0.00,0.00,0.00
2-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,3.00,0.00,0.01,2.63,0.00,0.00,0.00,0.00
2-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1315.00,0.00,2.13,1.62,0.00,1.00,15.00,7.03
2-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,52217.00,6.00,71.56,1.37,0.00,33.00,598.49,8.36
2-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2073.00,1.00,1.70,0.82,0.00,0.00,0.00,0.00
2-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,85912.00,19.00,71.88,0.84,0.00,41.00,795.04,11.06
2-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,2.00,0.00,0.01,4.92,0.00,0.00,0.00,0.00
2-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,60.00,0.00,0.21,3.44,0.00,0.00,0.00,0.00
3-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,7.00,0.00,0.03,4.61,0.00,0.00,0.00,0.00
3-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,4.00,1.00,0.00,0.00,0.25,0.00,0.00,0.00
3-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1420.00,0.00,2.41,1.70,0.00,1.00,15.00,6.21
3-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,53006.00,9.00,71.16,1.34,0.00,27.00,569.18,8.00
3-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2038.00,4.00,1.59,0.78,0.00,2.00,40.99,25.81
3-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,91045.00,17.00,72.07,0.79,0.00,32.00,673.96,9.35
3-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,3.00,0.00,0.01,3.52,0.00,0.00,0.00,0.00
3-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,120.00,0.00,0.38,3.20,0.00,0.00,0.00,0.00
4-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,7.00,0.00,0.03,3.98,0.00,0.00,0.00,0.00
4-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1098.00,2.00,1.85,1.68,0.00,0.00,0.00,0.00
4-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,52059.00,7.00,71.89,1.38,0.00,21.00,348.23,4.84
4-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2039.00,0.00,1.57,0.77,0.00,0.00,0.00,0.00
4-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,90536.00,23.00,72.03,0.80,0.00,25.00,431.06,5.98
4-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,4.00,0.00,0.02,5.50,0.00,0.00,0.00,0.00
4-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,132.00,0.00,0.43,3.29,0.00,0.00,0.00,0.00
5-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,8.00,0.00,0.04,5.19,0.00,0.00,0.00,0.00
5-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,16.00,1.00,0.05,2.96,0.06,0.00,0.00,0.00
5-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1473.00,2.00,2.45,1.66,0.00,3.00,46.99,19.19
5-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,50885.00,9.00,71.11,1.40,0.00,25.00,430.99,6.06
5-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2615.00,2.00,2.01,0.77,0.00,1.00,39.50,19.69
5-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,89945.00,14.00,71.67,0.80,0.00,35.00,643.69,8.98
5-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,4.00,0.00,0.02,4.51,0.00,0.00,0.00,0.00
5-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,154.00,4.00,0.47,3.03,0.03,0.00,0.00,0.00
6-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,7.00,0.00,0.03,4.85,0.00,0.00,0.00,0.00
6-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1535.00,0.00,2.53,1.65,0.00,0.00,0.00,0.00
6-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,51798.00,9.00,71.10,1.37,0.00,18.00,286.66,4.03
6-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2858.00,2.00,2.11,0.74,0.00,2.00,33.00,15.63
6-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,91387.00,17.00,71.45,0.78,0.00,33.00,605.41,8.47
6-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,9.00,0.00,0.05,5.23,0.00,0.00,0.00,0.00
6-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,110.00,0.00,0.42,3.80,0.00,0.00,0.00,0.00
7-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,7.00,0.00,0.03,4.47,0.00,0.00,0.00,0.00
7-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1766.00,1.00,2.89,1.64,0.00,0.00,0.00,0.00
7-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,51040.00,9.00,70.31,1.38,0.00,26.00,457.95,6.51
7-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2875.00,2.00,2.25,0.78,0.00,0.00,0.00,0.00
7-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,88393.00,7.00,70.11,0.79,0.00,32.00,573.66,8.18
7-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,10.00,0.00,0.06,5.65,0.00,0.00,0.00,0.00
7-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,153.00,0.00,0.51,3.33,0.00,0.00,0.00,0.00
8-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,3.00,0.00,0.01,4.54,0.00,0.00,0.00,0.00
8-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,50.00,0.00,0.22,4.47,0.00,0.00,0.00,0.00
8-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1398.00,2.00,2.45,1.75,0.00,1.00,17.00,6.94
8-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,52817.00,9.00,78.61,1.49,0.00,45.00,921.29,11.72
8-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2708.00,0.00,2.23,0.82,0.00,2.00,43.25,19.41
8-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,92744.00,17.00,78.69,0.85,0.00,61.00,1184.00,15.05
8-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,10.00,0.00,0.06,5.79,0.00,0.00,0.00,0.00
8-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,204.00,1.00,0.61,2.98,0.00,0.00,0.00,0.00
9-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,41.00,0.00,0.18,4.49,0.00,0.00,0.00,0.00
9-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,35.00,0.00,0.16,4.66,0.00,0.00,0.00,0.00
9-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1944.00,1.00,3.45,1.77,0.00,2.00,49.00,14.21
9-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,50768.00,12.00,77.26,1.52,0.00,39.00,799.07,10.34
9-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2733.00,0.00,2.28,0.83,0.00,3.00,45.00,19.77
9-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,92881.00,23.00,78.24,0.84,0.00,64.00,1589.95,20.32
9-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,16.00,0.00,0.08,4.76,0.00,0.00,0.00,0.00
9-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,295.00,4.00,0.95,3.22,0.01,0.00,0.00,0.00
10-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,1.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00
10-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,12.00,0.00,0.04,3.72,0.00,0.00,0.00,0.00
10-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,1.00,0.00,0.01,8.15,0.00,0.00,0.00,0.00
10-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,50.00,1.00,0.19,3.70,0.02,0.00,0.00,0.00
10-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1653.00,0.00,3.00,1.81,0.00,2.00,45.00,15.00
10-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,50840.00,11.00,72.37,1.42,0.00,20.00,343.17,4.74
10-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2374.00,0.00,2.07,0.87,0.00,1.00,22.00,10.64
10-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,89908.00,22.00,73.98,0.82,0.00,52.00,1007.65,13.62
10-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,9.00,0.00,0.04,4.88,0.00,0.00,0.00,0.00
10-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,313.00,3.00,0.91,2.91,0.01,0.00,0.00,0.00
11-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,6.00,0.00,0.03,5.72,0.00,0.00,0.00,0.00
11-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,1.00,0.00,0.01,8.15,0.00,0.00,0.00,0.00
11-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,38.00,0.00,0.18,4.66,0.00,0.00,0.00,0.00
11-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1354.00,0.00,2.35,1.74,0.00,2.00,41.98,17.85
11-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,56178.00,3.00,78.18,1.39,0.00,20.00,312.57,4.00
11-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2438.00,1.00,2.08,0.86,0.00,2.00,37.00,17.75
11-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,94368.00,17.00,78.63,0.83,0.00,28.00,483.78,6.15
11-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,16.00,1.00,0.08,4.81,0.06,0.00,0.00,0.00
11-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,343.00,4.00,1.02,2.97,0.01,0.00,0.00,0.00
12-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,1.00,0.00,0.00,3.89,0.00,0.00,0.00,0.00
12-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,13.00,0.00,0.06,4.89,0.00,0.00,0.00,0.00
12-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,63.00,1.00,0.33,5.28,0.02,0.00,0.00,0.00
12-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1532.00,0.00,2.56,1.67,0.00,0.00,0.00,0.00
12-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,53581.00,14.00,78.07,1.46,0.00,19.00,582.10,7.46
12-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2954.00,2.00,2.34,0.79,0.00,0.00,0.00,0.00
12-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,92484.00,24.00,78.21,0.85,0.00,37.00,701.31,8.97
12-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,9.00,0.00,0.04,4.08,0.00,0.00,0.00,0.00
12-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,330.00,3.00,1.13,3.43,0.01,0.00,0.00,0.00
13-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,1.00,0.00,0.01,7.21,0.00,0.00,0.00,0.00
13-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,7.00,0.00,0.03,3.73,0.00,0.00,0.00,0.00
13-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,2.00,0.00,0.01,6.77,0.00,0.00,0.00,0.00
13-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,73.00,0.00,0.44,5.98,0.00,0.00,0.00,0.00
13-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1535.00,1.00,2.66,1.73,0.00,0.00,0.00,0.00
13-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,53928.00,11.00,77.83,1.44,0.00,25.00,537.92,6.91
13-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2494.00,2.00,2.05,0.82,0.00,0.00,0.00,0.00
13-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,91808.00,25.00,78.45,0.85,0.00,28.00,603.30,7.69
13-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,3.00,0.00,0.02,5.28,0.00,0.00,0.00,0.00
13-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,358.00,2.00,1.17,3.26,0.01,0.00,0.00,0.00
14-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,35.00,0.00,0.04,1.18,0.00,0.00,0.00,0.00
14-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,386.00,8.00,1.31,3.41,0.02,0.00,0.00,0.00
14-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,2.00,0.00,0.01,7.43,0.00,0.00,0.00,0.00
14-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,73.00,4.00,0.40,5.52,0.05,0.00,0.00,0.00
14-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1218.00,0.00,1.93,1.58,0.00,0.00,0.00,0.00
14-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,54415.00,6.00,80.63,1.48,0.00,23.00,396.14,4.91
14-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,3463.00,0.00,2.84,0.82,0.00,0.00,0.00,0.00
14-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,91253.00,19.00,79.67,0.87,0.00,33.00,666.72,8.37
14-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,12.00,0.00,0.06,4.68,0.00,0.00,0.00,0.00
14-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,243.00,3.00,0.88,3.62,0.01,0.00,0.00,0.00
15-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,5.00,0.00,0.02,4.80,0.00,0.00,0.00,0.00
15-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,5.00,0.00,0.03,6.20,0.00,0.00,0.00,0.00
15-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,52.00,0.00,0.30,5.71,0.00,0.00,0.00,0.00
15-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,696.00,0.00,1.15,1.65,0.00,1.00,20.50,17.81
15-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,48659.00,9.00,72.22,1.48,0.00,34.00,876.46,12.14
15-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,1700.00,3.00,1.37,0.81,0.00,2.00,53.75,39.11
15-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,83840.00,22.00,70.87,0.85,0.00,42.00,935.03,13.19
15-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,7.00,0.00,0.03,4.04,0.00,0.00,0.00,0.00
15-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,349.00,1.00,1.33,3.82,0.00,0.00,0.00,0.00
16-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,1.00,0.00,0.00,3.96,0.00,0.00,0.00,0.00
16-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,9.00,1.00,0.04,4.66,0.11,0.00,0.00,0.00
16-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,105.00,1.00,0.52,4.94,0.01,0.00,0.00,0.00
16-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1362.00,0.00,2.31,1.70,0.00,1.00,27.99,12.12
16-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,52556.00,10.00,79.68,1.52,0.00,46.00,1035.68,13.00
16-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2113.00,4.00,1.81,0.86,0.00,2.00,55.61,30.77
16-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,91833.00,19.00,80.16,0.87,0.00,61.00,1431.88,17.86
16-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,15.00,0.00,0.08,5.38,0.00,0.00,0.00,0.00
16-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,360.00,0.00,1.30,3.60,0.00,0.00,0.00,0.00
17-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,4.00,0.00,0.01,3.60,0.00,0.00,0.00,0.00
17-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,7.00,0.00,0.03,3.80,0.00,0.00,0.00,0.00
17-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,133.00,1.00,0.55,4.15,0.01,1.00,9.00,16.31
17-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1322.00,0.00,2.07,1.57,0.00,0.00,0.00,0.00
17-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,51836.00,5.00,79.53,1.53,0.00,19.00,389.66,4.90
17-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2493.00,1.00,2.08,0.83,0.00,1.00,21.23,10.23
17-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,91815.00,18.00,79.61,0.87,0.00,26.00,528.49,6.64
17-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,20.00,0.00,0.09,4.71,0.00,0.00,0.00,0.00
17-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,436.00,2.00,1.57,3.60,0.00,0.00,0.00,0.00
18-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,8.00,0.00,0.05,6.06,0.00,0.00,0.00,0.00
18-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,13.00,1.00,0.08,6.01,0.08,0.00,0.00,0.00
18-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,215.00,0.00,0.93,4.32,0.00,1.00,8.00,8.61
18-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,983.00,0.00,1.66,1.69,0.00,0.00,0.00,0.00
18-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,46788.00,13.00,77.62,1.66,0.00,13.00,263.01,3.39
18-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2001.00,2.00,1.87,0.93,0.00,1.00,26.25,14.04
18-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,78877.00,14.00,76.58,0.97,0.00,16.00,296.51,3.87
18-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,19.00,1.00,0.10,5.47,0.05,0.00,0.00,0.00
18-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,517.00,3.00,2.05,3.97,0.01,1.00,20.99,10.24
19-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,41.00,1.00,0.22,5.29,0.02,0.00,0.00,0.00
19-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,14.00,0.00,0.11,7.74,0.00,0.00,0.00,0.00
19-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,208.00,1.00,1.04,5.00,0.00,0.00,0.00,0.00
19-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1131.00,1.00,2.41,2.13,0.00,1.00,25.00,10.37
19-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,38944.00,11.00,77.23,1.98,0.00,27.00,593.10,7.68
19-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,3176.00,2.00,3.23,1.02,0.00,1.00,0.00,0.00
19-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,66888.00,15.00,75.16,1.12,0.00,39.00,769.83,10.24
19-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,50.00,0.00,0.29,5.88,0.00,0.00,0.00,0.00
19-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,541.00,1.00,2.10,3.89,0.00,2.00,54.91,26.12
20-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,1.00,0.00,0.01,7.14,0.00,0.00,0.00,0.00
20-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,48.00,2.00,0.26,5.50,0.04,0.00,0.00,0.00
20-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,13.00,0.00,0.11,8.14,0.00,0.00,0.00,0.00
20-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,271.00,0.00,1.25,4.62,0.00,0.00,0.00,0.00
20-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1465.00,1.00,3.22,2.20,0.00,0.00,0.00,0.00
20-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,35609.00,11.00,75.54,2.12,0.00,19.00,360.64,4.77
20-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,3267.00,2.00,3.70,1.13,0.00,1.00,10.00,2.70
20-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,65555.00,22.00,74.76,1.14,0.00,28.00,571.50,7.64
20-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,32.00,0.00,0.15,4.67,0.00,0.00,0.00,0.00
20-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,603.00,1.00,2.60,4.31,0.00,0.00,0.00,0.00
21-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,41.00,0.00,0.21,5.09,0.00,0.00,0.00,0.00
21-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,16.00,0.00,0.10,6.44,0.00,0.00,0.00,0.00
21-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,286.00,0.00,1.32,4.60,0.00,3.00,49.09,37.33
21-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1325.00,1.00,2.83,2.14,0.00,0.00,0.00,0.00
21-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,33526.00,2.00,70.86,2.11,0.00,25.00,564.00,7.96
21-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,2684.00,2.00,3.17,1.18,0.00,1.00,40.50,12.78
21-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,62137.00,11.00,70.77,1.14,0.00,32.00,534.25,7.55
21-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,44.00,0.00,0.22,4.92,0.00,2.00,45.50,210.01
21-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,422.00,1.00,1.70,4.04,0.00,3.00,50.25,29.50
22-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,33.00,2.00,0.20,6.11,0.06,0.00,0.00,0.00
22-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,25.00,0.00,0.20,7.87,0.00,0.00,0.00,0.00
22-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,728x90,345.00,0.00,2.14,6.19,0.00,2.00,28.00,13.10
22-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,300x600,1060.00,1.00,2.74,2.58,0.00,0.00,0.00,0.00
22-Aug-14,TTD,Channel,Atlanta,P8,2014.00,,728x90,22158.00,11.00,55.55,2.51,0.00,23.00,503.72,9.07
22-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,300x600,1796.00,3.00,3.14,1.75,0.00,2.00,39.00,12.43
22-Aug-14,TTD,Reach,Atlanta,P8,2014.00,,728x90,91489.00,22.00,164.46,1.80,0.00,49.00,1059.00,6.44
22-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,300x600,30.00,0.00,0.13,4.37,0.00,1.00,16.50,125.80
22-Aug-14,TTD,Retargeting,Atlanta,P8,2014.00,,728x90,612.00,1.00,2.49,4.08,0.00,1.00,23.99,9.62
23-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,300x600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23-Aug-14,APPNEXUS,Retargeting,Atlanta,P8,2014.00,,728x90,11.00,0.00,0.05,4.21,0.00,0.00,0.00,0.00
23-Aug-14,DBM,Retargeting,Atlanta,P8,2014.00,,300x600,28.00,0.00,0.22,7.68,0.00,0.00,0.00,0.00
